cell	genome	process	n_tasks	n_failed	n_aborted	n_superseded	n_unresolved	realtime_hours_sum	wall_clock_hours	cpu_hours_sum	peak_rss_gb_max	rss_field	overhead_task_time_hours_sum	overhead_cpu_hours_sum	attempts	cpus	queues
v1.9.0-rc1_container	Morchella_importuna_M04M26	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.6472		2.064	1.8	rss	0.0	0.0			
v1.9.0-rc1_container	Morchella_sextelata	TRAIN_PREDICT:RNASEQ_PREPARE	1	2	0	0	0	2.3308		30.9232	14.6	rss	1.1236	0.0			
v1.9.0-rc1_container	Morchella_sextelata_SCLS	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0036		0.007	0.071	rss	0.0	0.0			
v1.9.0-rc1_container	Morchella_sextelata_SCLS	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.7339		4.3145	10.5	rss	0.0	0.0			
v1.9.0-rc1_container	Morchella_sextelata_SCLS	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	1.4281		4.6626	2.4	rss	0.0	0.0			
v1.9.0-rc1_container	Mucor_mucedo	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.005		13.0549	2.1	rss	0.0	0.0			
v1.9.0-rc1_container	Mucor_mucedo_NRRL_3635	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0032		0.0061	0.054	rss	0.0	0.0			
v1.9.0-rc1_container	Mucor_mucedo_NRRL_3635	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.5953		3.3532	4.5	rss	0.0	0.0			
v1.9.0-rc1_container	Mucor_mucedo_NRRL_3635	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0002		0.0	0.003	rss	0.55	0.0			
v1.9.0-rc1_container	Nakaseomyces_glabratus_CBS_138	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.001		0.002	0.059	rss	0.0	0.0			
v1.9.0-rc1_container	Nakaseomyces_glabratus_CBS_138	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.2628		8.1752	5.4	rss	0.0	0.0			
v1.9.0-rc1_container	Orbilia_oligospora	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.9172		12.0532	3.3	rss	0.0	0.0			
v1.9.0-rc1_container	Orbilia_oligospora_ATCC_24927	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0028		0.0054	0.073	rss	0.0	0.0			
v1.9.0-rc1_container	Orbilia_oligospora_ATCC_24927	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.8369		3.6524	5.4	rss	0.0	0.0			
v1.9.0-rc1_container	Orbilia_oligospora_ATCC_24927	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0001		0.0	0.003	rss	0.5692	0.0			
v1.9.0-rc1_container	Parastagonospora_nodorum	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.3644		16.0554	3.9	rss	0.0	0.0			
v1.9.0-rc1_container	Parastagonospora_nodorum_SN15	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0025		0.0052	0.064	rss	0.0	0.0			
v1.9.0-rc1_container	Parastagonospora_nodorum_SN15	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.6536		3.7674	4.5	rss	0.0	0.0			
v1.9.0-rc1_container	Parastagonospora_nodorum_SN15	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0001		0.0	0.003	rss	0.5667	0.0			
v1.9.0-rc1_container	Phycomyces_blakesleeanus	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.6389		19.8617	3.0	rss	0.0	0.0			
v1.9.0-rc1_container	Phycomyces_blakesleeanus_NRRL_1555_-	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0041		0.0079	0.075	rss	0.0	0.0			
v1.9.0-rc1_container	Phycomyces_blakesleeanus_NRRL_1555_-	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.6017		3.6323	12.2	rss	0.0	0.0			
v1.9.0-rc1_container	Phycomyces_blakesleeanus_NRRL_1555_-	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0001		0.0	0.007	rss	0.55	0.0			
v1.9.0-rc1_container	Pneumocystis_murina_B123	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0007		0.0013	0.054	rss	0.0	0.0			
v1.9.0-rc1_container	Pneumocystis_murina_B123	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.7683		5.3806	2.6	rss	0.0	0.0			
v1.9.0-rc1_container	Protomyces_lactucae-debilis	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.3217		3.731	1.9	rss	0.0	0.0			
v1.9.0-rc1_container	Protomyces_lactucae-debilis_12-1054	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.001		0.0019	0.055	rss	0.0	0.0			
v1.9.0-rc1_container	Protomyces_lactucae-debilis_12-1054	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.2742	1.2838	6.7059	3.6	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container	Protomyces_lactucae-debilis_12-1054	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0001	0.0	0.0	0.003	peak_rss	0.55	0.0	1	8	epyc
v1.9.0-rc1_container	Pseudogymnoascus_destructans	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.9486		10.5799	2.9	rss	0.0	0.0			
v1.9.0-rc1_container	Pseudogymnoascus_destructans_20631-21	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0021		0.0039	0.053	rss	0.0	0.0			
v1.9.0-rc1_container	Pseudogymnoascus_destructans_20631-21	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.5919	0.6203	3.2373	2.9	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container	Pseudogymnoascus_destructans_20631-21	TRAIN_PREDICT:FUNANNOTATE_TRAIN	0	1	0	0	1	0.0		0.0	0.0		0.55	0.0			
v1.9.0-rc1_container	Pyrenophora_teres	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.385		5.0604	4.4	rss	0.0	0.0			
v1.9.0-rc1_container	Pyrenophora_teres_0-1	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0022		0.0043	0.059	rss	0.0	0.0			
v1.9.0-rc1_container	Pyrenophora_teres_0-1	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.6125		3.2248	1.2	rss	0.0	0.0			
v1.9.0-rc1_container	Pyrenophora_teres_0-1	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.1872		0.574	0.643	rss	0.0	0.0			
v1.9.0-rc1_container	Pyrenophora_tritici-repentis	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.3069		14.6691	3.7	rss	0.0	0.0			
v1.9.0-rc1_container	Pyrenophora_tritici-repentis_Pt-1C-BFP	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0027		0.0054	0.072	rss	0.0	0.0			
v1.9.0-rc1_container	Pyrenophora_tritici-repentis_Pt-1C-BFP	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.7489		4.2889	9.2	rss	0.0	0.0			
v1.9.0-rc1_container	Pyrenophora_tritici-repentis_Pt-1C-BFP	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0001		0.0	0.003	rss	0.5692	0.0			
v1.9.0-rc1_container	Pyricularia_oryzae_70-15	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.003		0.0054	0.119	rss	0.0	0.0			
v1.9.0-rc1_container	Pyricularia_oryzae_70-15	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.8128		11.2501	6.8	rss	0.0	0.0			
v1.9.0-rc1_container	Rhizopus_delemar	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.9244		23.1665	3.2	rss	0.0	0.0			
v1.9.0-rc1_container	Rhizopus_delemar_RA_99-880	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0034		0.0061	0.083	rss	0.0	0.0			
v1.9.0-rc1_container	Rhizopus_delemar_RA_99-880	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.7014		4.1052	7.9	rss	0.0	0.0			
v1.9.0-rc1_container	Rhizopus_delemar_RA_99-880	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	1.2556		4.4798	1.8	rss	0.0	0.0			
v1.9.0-rc1_container	Rhizopus_microsporus	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.2694		2.4668	6.6	rss	0.0	0.0			
v1.9.0-rc1_container	Rhizopus_microsporus_ATCC_52813	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0021		0.0036	0.064	rss	0.0	0.0			
v1.9.0-rc1_container	Rhizopus_microsporus_ATCC_52813	TRAIN_PREDICT:FUNANNOTATE_TRAIN	0	5	0	0	1	0.0		0.0	0.0		0.8292	0.0			
v1.9.0-rc1_container	Rhodotorula_graminis_WP1	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0018		0.0028	0.061	rss	0.0	0.0			
v1.9.0-rc1_container	Rhodotorula_graminis_WP1	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.04		6.499	8.7	rss	0.0	0.0			
v1.9.0-rc1_container	Rhodotorula_toruloides_NP11	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0018		0.0029	0.059	rss	0.0	0.0			
v1.9.0-rc1_container	Rhodotorula_toruloides_NP11	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.8725		5.6808	4.2	rss	0.0	0.0			
v1.9.0-rc1_container	Saccharomyces_cerevisiae	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.375		4.1816	1.8	rss	0.0	0.0			
v1.9.0-rc1_container	Saccharomyces_cerevisiae_S288C	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.001		0.0019	0.059	rss	0.0	0.0			
v1.9.0-rc1_container	Saccharomyces_cerevisiae_S288C	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.1381		6.2616	3.5	rss	0.0	0.0			
v1.9.0-rc1_container	Saccharomyces_cerevisiae_S288C	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.3647		0.6492	1.6	rss	0.0	0.0			
v1.9.0-rc1_container	Schizophyllum_commune	TRAIN_PREDICT:RNASEQ_PREPARE	1	2	0	0	0	0.8317		10.731	2.5	rss	1.1167	0.0			
v1.9.0-rc1_container	Schizophyllum_commune_H4-8	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0028		0.0056	0.074	rss	0.0	0.0			
v1.9.0-rc1_container	Schizophyllum_commune_H4-8	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.6097		3.5175	9.7	rss	0.0	0.0			
v1.9.0-rc1_container	Schizophyllum_commune_H4-8	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.3892		0.9974	1.7	rss	0.0	0.0			
v1.9.0-rc1_container	Sclerotinia_sclerotiorum	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.1669		12.7617	2.8	rss	0.0	0.0			
v1.9.0-rc1_container	Sclerotinia_sclerotiorum_1980	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0026		0.0052	0.069	rss	0.0	0.0			
v1.9.0-rc1_container	Sclerotinia_sclerotiorum_1980	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.5667		3.4527	10.6	rss	0.0	0.0			
v1.9.0-rc1_container	Sclerotinia_sclerotiorum_1980	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0002		0.0	0.003	rss	0.5522	0.0			
v1.9.0-rc1_container	Spizellomyces_punctatus_DAOM_BR117	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.002		0.0033	0.062	rss	0.0	0.0			
v1.9.0-rc1_container	Spizellomyces_punctatus_DAOM_BR117	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	1	0	0	0	0.4658		5.7018	13.6	rss	0.0	0.0			
v1.9.0-rc1_container	Sporobolomyces_koalae_JCM15063	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0013		0.0026	0.061	rss	0.0	0.0			
v1.9.0-rc1_container	Sporobolomyces_koalae_JCM15063	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.0481		6.6845	3.3	rss	0.0	0.0			
v1.9.0-rc1_container	Sporobolomyces_salmoneus_JCM6883	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0015		0.0028	0.055	rss	0.0	0.0			
v1.9.0-rc1_container	Sporobolomyces_salmoneus_JCM6883	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	2	0	0	0	0.0001		0.0	0.003	rss	0.5669	0.0			
v1.9.0-rc1_container	Sugiyamaella_lignohabitans_CBS_10342	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0012		0.0023	0.069	rss	0.0	0.0			
v1.9.0-rc1_container	Sugiyamaella_lignohabitans_CBS_10342	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	1	0	0	0	0.5056		6.0373	19.6	rss	0.0	0.0			
v1.9.0-rc1_container	Synchytrium_microbalum_JEL517	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0019		0.0036	0.058	rss	0.0	0.0			
v1.9.0-rc1_container	Synchytrium_microbalum_JEL517	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.8692		5.7339	4.2	rss	0.0	0.0			
v1.9.0-rc1_container	Talaromyces_marneffei	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.0647		13.0003	7.7	rss	0.0	0.0			
v1.9.0-rc1_container	Talaromyces_marneffei_ATCC_18224	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0022		0.0044	0.086	rss	0.0	0.0			
v1.9.0-rc1_container	Talaromyces_marneffei_ATCC_18224	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.5203		3.1607	9.0	rss	0.0	0.0			
v1.9.0-rc1_container	Talaromyces_marneffei_ATCC_18224	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	1.0553		2.9136	1.8	rss	0.0	0.0			
v1.9.0-rc1_container	Talaromyces_stipitatus_ATCC_10500	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0024		0.0048	0.083	rss	0.0	0.0			
v1.9.0-rc1_container	Talaromyces_stipitatus_ATCC_10500	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	2	0	0	0	0.0		0.0	0.003	rss	0.5878	0.0			
v1.9.0-rc1_container	Tilletiaria_anomala	TRAIN_PREDICT:RNASEQ_PREPARE	1	1	0	0	0	0.5353		7.215	2.2	rss	0.55	0.0			
v1.9.0-rc1_container	Tilletiaria_anomala_UBC_951	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0014		0.0027	0.054	rss	0.0	0.0			
v1.9.0-rc1_container	Tilletiaria_anomala_UBC_951	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.3825		2.0112	3.0	rss	0.0	0.0			
v1.9.0-rc1_container	Tilletiaria_anomala_UBC_951	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.535		1.2894	1.3	rss	0.0	0.0			
v1.9.0-rc1_container	Tilletiopsis_washingtonensis	TRAIN_PREDICT:RNASEQ_PREPARE	1	1	0	0	0	0.4506		5.8072	1.7	rss	0.55	0.0			
v1.9.0-rc1_container	Tilletiopsis_washingtonensis_MCA_4186	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0014		0.0026	0.056	rss	0.0	0.0			
v1.9.0-rc1_container	Tilletiopsis_washingtonensis_MCA_4186	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.3697		2.14	4.2	rss	0.0	0.0			
v1.9.0-rc1_container	Tilletiopsis_washingtonensis_MCA_4186	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.6611		1.6151	1.4	rss	0.0	0.0			
v1.9.0-rc1_container	Tremella_mesenterica_Fries	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0021		0.0041	0.084	rss	0.0	0.0			
v1.9.0-rc1_container	Tremella_mesenterica_Fries	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	1	0	0	0	1.3281		15.5143	11.9	rss	0.0	0.0			
v1.9.0-rc1_container	Tricharina_praecox	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.2581		13.9908	2.9	rss	0.0	0.0			
v1.9.0-rc1_container	Tricharina_praecox_CBS_144465	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0026		0.0051	0.068	rss	0.0	0.0			
v1.9.0-rc1_container	Tricharina_praecox_CBS_144465	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.5908	0.6001	3.5243	8.1	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container	Tricharina_praecox_CBS_144465	TRAIN_PREDICT:FUNANNOTATE_TRAIN	0	1	0	0	1	0.0		0.0	0.0		0.55	0.0			
v1.9.0-rc1_container	Trichosporon_asahii	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.7656		8.8843	2.1	rss	0.0	0.0			
v1.9.0-rc1_container	Trichosporon_asahii_CBS_2479	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0018		0.0036	0.065	rss	0.0	0.0			
v1.9.0-rc1_container	Trichosporon_asahii_CBS_2479	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.3692	0.3835	2.0662	6.7	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container	Trichosporon_asahii_CBS_2479	TRAIN_PREDICT:FUNANNOTATE_TRAIN	0	1	0	0	1	0.0		0.0	0.0		0.5667	0.0			
v1.9.0-rc1_container	Umbelopsis_ramanniana	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.7011		8.759	2.1	rss	0.0	0.0			
v1.9.0-rc1_container	Umbelopsis_ramanniana_AG	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0016		0.0032	0.055	rss	0.0	0.0			
v1.9.0-rc1_container	Umbelopsis_ramanniana_AG	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.5631	1.5673	10.0926	3.3	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container	Umbelopsis_ramanniana_AG	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0001	0.0	0.0	0.003	peak_rss	0.5667	0.0	1	8	epyc
v1.9.0-rc1_container	Uncinocarpus_reesii_1704	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0018		0.0035	0.092	rss	0.0	0.0			
v1.9.0-rc1_container	Uncinocarpus_reesii_1704	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.3044		8.1867	6.7	rss	0.0	0.0			
v1.9.0-rc1_container	Wallemia_mellicola_CBS_633.66	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0008		0.0016	0.055	rss	0.0	0.0			
v1.9.0-rc1_container	Wallemia_mellicola_CBS_633.66	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.8453		5.5095	2.6	rss	0.0	0.0			
v1.9.0-rc1_container	Yarrowia_lipolytica	TRAIN_PREDICT:RNASEQ_PREPARE	1	2	0	0	0	0.7833		10.0556	1.7	rss	1.1	0.0			
v1.9.0-rc1_container	Yarrowia_lipolytica_CLIB122	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0015		0.0029	0.072	rss	0.0	0.0			
v1.9.0-rc1_container	Yarrowia_lipolytica_CLIB122	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.3364		1.9648	4.4	rss	0.0	0.0			
v1.9.0-rc1_container	Yarrowia_lipolytica_CLIB122	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.5089		1.4478	2.0	rss	0.0	0.0			
v1.9.0-rc1_container	Zygosaccharomyces_rouxii	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	0.2711		3.5884	2.6	rss	0.0	0.0			
v1.9.0-rc1_container	Zygosaccharomyces_rouxii_CBS_732	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0009		0.0016	0.058	rss	0.0	0.0			
v1.9.0-rc1_container	Zygosaccharomyces_rouxii_CBS_732	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.2789		1.5682	3.5	rss	0.0	0.0			
v1.9.0-rc1_container	Zygosaccharomyces_rouxii_CBS_732	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.2758		0.6576	1.7	rss	0.0	0.0			
v1.9.0-rc1_container	Zymoseptoria_tritici	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.0936		12.8827	6.9	rss	0.0	0.0			
v1.9.0-rc1_container	Zymoseptoria_tritici_IPO323	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0026		0.0052	0.072	rss	0.0	0.0			
v1.9.0-rc1_container	Zymoseptoria_tritici_IPO323	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.8483	1.8509	11.3451	6.6	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container	Zymoseptoria_tritici_IPO323	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0003	0.0165	0.0	0.007	peak_rss	0.55	0.0	1	8	epyc
v1.9.0-rc1_container_rust	-	ASM_STATS	1	0	0	0	0	0.0081		0.0109	0.014	rss	0.0	0.0			
v1.9.0-rc1_container_rust	-	FETCH_RNASEQ:COLLECT_SRA_QUERY	1	0	0	0	0	0.0		0.0	0.003	rss	0.0	0.0			
v1.9.0-rc1_container_rust	-	SETUP_DBS:SETUP_AUGUSTUS_CONFIG	1	0	0	0	0	0.0004		0.0001	0.005	rss	0.0	0.0			
v1.9.0-rc1_container_rust	-	SETUP_DBS:SETUP_MARIADB_DATADIR	1	0	0	0	0	0.0009		0.0004	0.152	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Allomyces_macrogynus	TRAIN_PREDICT:RNASEQ_PREPARE	0	2	0	0	1	0.0		0.0	0.0		1.0972	0.0			
v1.9.0-rc1_container_rust	Allomyces_macrogynus_ATCC_38327	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0038		0.0067	0.067	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Allomyces_macrogynus_ATCC_38327	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.7653	0.7697	4.4616	4.4	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container_rust	Allomyces_macrogynus_ATCC_38327	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.5075	0.5003	1.9447	1.9	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container_rust	Aspergillus_clavatus_NRRL_1	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.002		0.0039	0.068	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Aspergillus_clavatus_NRRL_1	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.3842		9.0234	4.4	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Aspergillus_fumigatus	TRAIN_PREDICT:RNASEQ_PREPARE	1	2	0	0	0	0.9789		12.521	3.9	rss	1.1	0.0			
v1.9.0-rc1_container_rust	Aspergillus_fumigatus_Af293	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0021		0.0041	0.077	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Aspergillus_fumigatus_Af293	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.4381		2.4036	16.8	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Aspergillus_fumigatus_Af293	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.8056		2.1122	1.7	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Batrachochytrium_dendrobatidis	TRAIN_PREDICT:RNASEQ_PREPARE	0	2	0	0	1	0.0		0.0	0.0		1.1	0.0			
v1.9.0-rc1_container_rust	Batrachochytrium_dendrobatidis_JAM81	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0016		0.0032	0.074	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Batrachochytrium_dendrobatidis_JAM81	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.2925	0.3001	1.5146	4.3	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container_rust	Batrachochytrium_dendrobatidis_JAM81	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	0	0	0	0	0.625	0.6337	2.1413	1.9	peak_rss	0.0	0.0	1	8	epyc
v1.9.0-rc1_container_rust	Blastomyces_dermatitidis_ER-3	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0043		0.0083	0.106	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Blastomyces_dermatitidis_ER-3	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	1.4153		8.687	18.2	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Botrytis_cinerea	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.1731		14.2245	2.5	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Botrytis_cinerea_B05.10	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0029		0.0058	0.072	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Botrytis_cinerea_B05.10	TRAIN_PREDICT:FUNANNOTATE_PREDICT	1	0	0	0	0	0.5283		2.8139	4.5	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Botrytis_cinerea_B05.10	TRAIN_PREDICT:FUNANNOTATE_TRAIN	1	1	0	0	0	0.0002		0.0	0.007	rss	0.55	0.0			
v1.9.0-rc1_container_rust	Chaetomium_globosum	TRAIN_PREDICT:RNASEQ_PREPARE	1	0	0	0	0	1.2092		14.6382	2.7	rss	0.0	0.0			
v1.9.0-rc1_container_rust	Chaetomium_globosum_CBS_148.51	MASK_GENOME:MASKREPEAT_TANTAN_RUN	1	0	0	0	0	0.0026		0.0052	0.087	rss	0.0	0.0			
