species	size_bytes	category	note
Lipomyces_sp._NRRL_Y-11553	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lipomyces_sp._NRRL_Y-27488	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lipomyces_spencermartinsiae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lipomyces_yamadae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lipomyces_yamanashiensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lipomyces_yarrowii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lithohypha_catenulata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lithohypha_guttulata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lizanozyma_gosingica	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lizanozyma_spartinae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lizonia_empirigonia	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lobaria_immixta	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lobulomycetales_sp.	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lodderomyces_jiufengensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lodderomyces_margitis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lodderomyces_metapsilosis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lodderomyces_oxycetoniae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lodderomyces_pseudojiufengensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lodderomyces_theae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Loekoesia_sp._1_TL-2023	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lophium_mytilinum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Loxospora_cismonica	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Loxospora_ochrophaea	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lycoperdon_sp._ZRL20240027	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lycoperdon_sp._ZRL20240084	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Lyophyllum_semitale	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macroconia_leptosphaeriae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macroconia_phlogioides	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrocybe_sp._IBSDJ1	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrocystidia_cucumis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrolepiota_albuminosa	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrolepiota_dolichaula	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrolepiota_fuliginosa	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macronectria_asiatica	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macronectria_jungneri	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrophomina_euphorbiicola	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrophomina_pseudophaseolina	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrophomina_sp._242773	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrophomina_sp._BRIP_63780	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macrophomina_tecta	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Macroventuria_anomochaeta	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Madurella_fahalii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Madurella_pseudomycetomatis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnaporthales_sp._P1609	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnaporthiopsis_poae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnusiomyces_clavatus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnusiomyces_ingens	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnusiomyces_magnusii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnusiomyces_paraingens	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnusiomyces_sp._LA-1	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnusiomyces_starmeri	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Magnusiomyces_tetraspermus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_arunalokei	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_brasiliensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_caprae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_cuniculi	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_dermatis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_equina	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_japonica	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_nana	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_obtusa	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_psittaci	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_slooffiae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_sp.	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_sp._25MD0131	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_sp._CBS_17886	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_vespertilionis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malassezia_yamatoensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malasseziomycetes_sp.	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malbranchea_cinnamomea	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Malbranchea_zuffiana	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Mallocybe_terrigena	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Marasmius_crinis-equi	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Marasmius_fiardii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Marasmius_sp._AFHP31	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Marasmius_tenuissimus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Marcelleina_donadinii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Mariannaea_elegans	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Marssonina_zanthoxyli	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Martiniozyma_abietophila	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Massalongia_carnosa	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Massospora_cicadina	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Massospora_platypediae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maublancomyces_accumbens	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maublancomyces_americanigigas	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maublancomyces_geogenius	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maublancomyces_gigas	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maublancomyces_korfii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maublancomyces_larryi	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maublancomyces_montanus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maudiozyma_barnettii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maudiozyma_exigua	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maudiozyma_pseudohumilis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maudiozyma_saulgeensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maudiozyma_serrabonitensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Maudiozyma_turicensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Megacollybia_marginata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Megacollybia_platyphylla	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meira_nashicola	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melampsora_abietis-canadensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melampsora_aecidioides	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melampsora_allii-populina	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melampsora_americana	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melampsora_laricis-populina	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melampsora_medusae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melampsora_occidentalis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melampsora_pinitorqua	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanelia_culbersonii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanelia_stygia	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanelixia_glabra	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanina_gundecimermaniae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanina_sp._BF6	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanodothis_sp._VS_III_C_KN_2	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanogaster_broomeanus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanohalea_halei	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanomma_pulvis-pyrius	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Melanopsichium_pennsylvanicum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Menegazzia_cincinnata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Menisporopsis_sp._LCM1078	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meredithblackwellia_eburnea	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meredithiella_fracta	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meredithiella_norrisii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meripilus_lineatus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meristemomyces_frigidus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meruliopsis_variegata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metahyphopichia_silvanorum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metapochonia_bulbillosa	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_album	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_anisopliae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_brunneum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_flavoviride	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_guizhouense	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_humberi	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_hybridum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_koreanum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_majus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_sp._BCC_4849	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_sp._ILB167	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_sp._ILB182	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metarhizium_sp._MUC4166	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metchnikovella_incurvata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_aberdeeniae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_aff._pulcherrima	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_agaves	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_ahupensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_amazonensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_anglica	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_arizonensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_australis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_baotianmanensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_borealis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_bowlesiae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_caudata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_cerradonensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_chrysomelidarum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_chrysoperlae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_colocasiae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_continentalis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_corniflorae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_cubensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_dekortorum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_drakensbergensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_drosophilae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_gelsemii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_hamakuensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_hawaiiana	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_hawaiiensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_henanensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_hibisci	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_kamakouana	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_kipukae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_kofuensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_koreensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_krissii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_kunwiensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_lachancei	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_lacustris	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_laotica	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_lochheadii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_lopburiensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_lunata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_matae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_mauinuiana	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_noctiluminum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_orientalis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_peoriensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_picachoensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_pimensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_proteae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_rubicola	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_santaceciliae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_shivogae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_similis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._00-154.1	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._01-655c1	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._03-147.1	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._04-218.3	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._04-226.1	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._13-106.1	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._AWRI3582	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._DMKU-FF11	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._Fae-6	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._Fdp-2	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._JCM_33374	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._M2Y3	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._MCC10123	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._MW2_04A	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._SML2-22	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._TS-2026-1	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._TS-2026-2	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._UFMG-CM-y6306	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._UWOPS_03-167b3	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._yHKB443	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._yHMJ9	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_sp._yHQL527	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_torresii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Metschnikowia_vanudenii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meyerozyma_athensensis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meyerozyma_elateridarum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meyerozyma_smithsonii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Meyerozyma_sp._JA9	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Micareopsis_irriguata	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microascus_cirrosus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microascus_stellatus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryomycetes_sp._JL221	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryomycetes_sp._NB124-2	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryum_lychnidis-dioicae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryum_saponariae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryum_scabiosae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryum_scorzonerae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryum_shykoffianum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryum_silenes-acaulis	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microbotryum_silenes-dioicae	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microcera_coccophila	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microcera_larvarum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microcyclospora_pomicola	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microcyclospora_tardicrescens	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microcyclosporella_mali	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microdochium_majus	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microsporidia_sp._MB	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microsporum_audouinii	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
Microsporum_ferrugineum	0	NO_READS_FOUND	no non-trivial read file in rnaseq_reads/ or rnaseq_normalized/
